"","N_SQ_VO","VOIE_ID"
"122330","750004327","8845"
"122472","750004337","8929"
"122544","750005042","557"
"122549","750004953","1534"
"122555","750004123","Y215"
"122562","750006693","Y275"
"122565","750004132","Y295"
"122572","750004899","1895"
"122580","750004999","1063"
"122584","750004607","5948"
"122588","750004535","6095"
"122596","750004392","8377"
"122607","750004351","8429"
"122609","750000207","Y770"
"122611","750004446","7028"
"122624","750004415","7722"
"122630","750004927","2139"
"122635","750004540","6107"
"122637","750005094","247"
"122643","750004979","902"
"122647","750005074","16"
"122648","750004872","2299"
"122650","750004298","8650"
"122659","750004783","3402"
"122660","750004522","6947"
"122675","750004469","7296"
"122678","750006498","7873"
"122686","750004773","3281"
"122687","750004688","4994"
"122694","750004578","5740"
"122695","750004582","5775"
"122698","750006518","5929"
"122702","750004536","6096"
"122706","750007241","6104"
"122707","750004559","6358"
"122712","750004457","7115"
"122721","750004323","9053"
"122724","750004338","8932"
"122736","750004319","9370"
"122739","750004565","6399"
"122745","750004320","9371"
"122782","750004566","6400"
"122795","750004399","8778"
"122813","750004339","8934"
"122828","750005098","298"
"122840","750005050","689"
"122846","750004987","922"
"122879","750004992","1011"
"122889","750005011","1233"
"122946","750004943","1365"
"123000","750004961","1639"
"123049","750004967","1734"
"123070","750004919","2078"
"123140","750004928","2143"
"123144","750004929","2145"
"123150","750004930","2151"
"123169","750004931","2172"
"123179","750004881","2483"
"123201","750004882","2494"
"123222","750004883","2541"
"123233","750005032","436"
"123244","750004887","2573"
"123289","750006570","738"
"123294","750004990","974"
"123330","750004949","1478"
"123333","750006557","2158"
"123339","750004842","3134"
"123345","750005075","4"
"123368","750004936","1353"
"123392","750004921","2098"
"123451","750004852","2191"
"123474","750004710","4427"
"123519","750004650","4593"
"123555","750006515","6374"
"123609","750004628","5251"
"123624","750004442","6981"
"123636","750005027","383"
"123671","750004299","8651"
"123687","750004639","5309"
"123698","750006546","3126"
"123719","750004776","3323"
"123735","750004781","3396"
"123746","750004784","3403"
"123768","750004729","4577"
"123784","750004553","6308"
"123800","750004499","6642"
"123816","750004406","7524"
"123844","750004412","7580"
"123871","750004428","7907"
"123887","750005021","327"
"123897","750005029","406"
"123905","750004980","898"
"123950","750006564","1162"
"123990","750004956","1544"
"124018","750004811","2736"
"124068","750006562","1757"
"124080","750004841","3129"
"124148","750004796","3643"
"124169","750006542","3761"
"124211","750004804","3762"
"124237","750004805","3763"
"124255","750004692","4250"
"124267","750004660","4658"
"124273","750004585","5797"
"124305","750004447","7029"
"124324","750006497","7792"
"124332","750004243","9456"
"124344","750004253","9578"
"124360","750004256","9608"
"124373","750004820","2908"
"124377","750004821","2910"
"124395","750004954","1535"
"124480","750006554","2041"
"124481","750004794","3590"
"124526","750004806","3765"
"124533","750004698","4298"
"124539","750004714","4448"
"124544","750004250","9533"
"124586","750004608","5951"
"124592","750004464","7213"
"124597","750006503","7290"
"124603","750004470","7297"
"124615","750004416","7724"
"124638","750004426","7875"
"124651","750004834","3085"
"124685","750004255","9607"
"124706","750004845","3179"
"124711","750004778","3344"
"124729","750004798","3678"
"124745","750004735","3860"
"124768","750004741","3898"
"124778","750004746","3926"
"124816","750004749","3996"
"124883","750006536","4065"
"124934","750004762","4081"
"124942","750004768","4222"
"124969","750004707","4387"
"125052","750006119","4697"
"125068","750004671","4778"
"125086","750006524","4789"
"125105","750004689","4995"
"125151","750004616","5138"
"125206","750004620","5179"
"125217","750004622","5189"
"125234","750004629","5267"
"125256","750004633","5285"
"125270","750004634","5287"
"125298","750006522","5415"
"125309","750004648","5584"
"125366","750004570","5635"
"125405","750004580","5752"
"125418","750006516","5865"
"125442","750004597","5876"
"125458","750004600","5898"
"125462","750006514","6359"
"125588","750004491","6524"
"125727","750006507","6701"
"125743","750004515","6879"
"125756","750004519","6909"
"125787","750004467","7251"
"125804","750006504","7374"
"125807","750004474","7382"
"125834","750004480","7425"
"125877","750004409","7534"
"125940","750004436","8058"
"125952","750004382","8304"
"125973","750004393","8378"
"125994","750004324","8824"
"126009","750004330","8871"
"126192","750004332","8886"
"126201","750004335","8924"
"126221","750004344","8984"
"126250","750004350","8999"
"126269","750004353","8454"
"126291","750004280","8516"
"126305","750004300","8657"
"126330","750004313","9210"
"126341","750004315","9282"
"126358","750004317","9341"
"126368","750004318","9366"
"126405","750004257","9616"
"126421","750004267","9674"
"126444","750004274","9737"
"126459","750004277","9754"
"126473","750004208","9967"
"126495","750005078","51"
"126505","750004493","6589"
"126509","750004621","5180"
"126513","750004272","9715"
"126518","750004117","Y006"
"126522","750007149","8168"
"126523","750004594","5854"
"126555","750004268","9678"
"126565","750004121","Y126"
"126891","750006492","8287"
"126897","750004858","2248"
"126907","750004124","Y216"
"126911","750004127","Y236"
"126917","750004870","2296"
"126922","750004503","6678"
"126923","750004813","2774"
"126925","750004376","8255"
"126932","750004888","2590"
"126936","750004468","7275"
"126943","750006574","244"
"126945","750008011","539"
"126946","750004653","4632"
"126949","750004510","6814"
"126958","750004816","2830"
"126966","750004430","7955"
"126970","750004844","3159"
"126973","750004779","3361"
"126974","750004645","5499"
"126975","750007312","6256"
"126979","750004450","7059"
"126980","750004396","8760"
"126984","750004328","8846"
"127000","750004347","8992"
"127012","750004346","9092"
"127015","750004871","2297"
"127028","750004770","4245"
"127057","750004595","5871"
"127070","750000322","349"
"127084","750005025","356"
"127089","750005040","527"
"127099","750004981","899"
"127113","750004993","1013"
"127124","750005001","1093"
"127206","750006566","1270"
"127229","750004952","1525"
"127237","750004957","1578"
"127249","750004958","1584"
"127280","750004913","2017"
"127293","750004922","2103"
"127306","750004932","2174"
"127319","750006549","2337"
"127325","750006550","2422"
"127333","750004884","2543"
"127346","750005035","466"
"127465","750006552","2593"
"127516","750004978","890"
"127521","750005008","1193"
"127526","750004937","1355"
"127562","750004911","1993"
"127569","750004915","2031"
"127574","750004862","2266"
"127606","750006541","3685"
"127648","750004740","3894"
"127658","750004696","4276"
"127667","750005073","2"
"127688","750005076","8"
"127732","750004769","4234"
"127753","750005018","304"
"127775","750006545","3112"
"127806","750004839","3122"
"127826","750004777","3325"
"127838","750004726","4556"
"127847","750004511","6815"
"127869","750004545","6159"
"127877","750006512","6236"
"127893","750004482","6421"
"127900","750004501","6657"
"127912","750004504","6679"
"127930","750004362","8137"
"128055","750004358","8491"
"128076","750006571","797"
"128094","750004950","1480"
"128120","750004900","1901"
"128125","750004917","2048"
"128135","750004289","8545"
"128292","750004691","4246"
"128321","750004407","7526"
"128328","750004429","7950"
"128349","750006488","9093"
"128389","750004235","9378"
"128549","750004951","1482"
"128688","750004823","2943"
"128730","750004807","3775"
"128781","750004826","2995"
"128800","750004669","4741"
"128845","750004829","3030"
"128865","750004410","7569"
"128874","750004831","3051"
"128883","750004438","8088"
"128905","750004395","8408"
"128914","750004194","9785"
"128938","750006539","3565"
"128943","750006540","3632"
"128956","750006543","3801"
"128960","750004748","3948"
"128982","750004764","4149"
"128999","750004767","4219"
"129007","750004695","4268"
"129042","750004702","4330"
"129068","750004703","4349"
"129071","750004704","4358"
"129094","750004708","4393"
"129115","750004713","4440"
"129136","750004723","4531"
"129139","750004725","4548"
"129147","750004728","4565"
"129158","750004651","4599"
"129169","750004663","4703"
"129225","750004665","4709"
"129234","750004670","4769"
"129251","750004673","4798"
"129272","750004674","4800"
"129279","750004682","4895"
"129296","750004687","4943"
"129315","750004647","5571"
"129339","750004572","5656"
"129362","750004573","5663"
"129380","750004586","5801"
"129395","750004587","5813"
"129476","750006124","6001"
"129485","750004542","6137"
"129515","750004544","6144"
"129578","750004549","6257"
"129591","750004550","6271"
"129598","750004561","6370"
"129657","750004506","6779"
"129780","750004521","6926"
"129789","750004458","7123"
"129793","750004459","7162"
"129797","750004481","7436"
"129808","750004422","7810"
"129827","750004432","8010"
"129848","750004439","8090"
"129855","750004440","8094"
"129858","750004386","8342"
"129861","750006496","8761"
"129907","750004398","8774"
"129929","750004321","9030"
"129940","750004341","8958"
"129997","750004342","8965"
"130014","750004348","8993"
"130056","750004286","8539"
"130076","750004290","8567"
"130101","750004291","8576"
"130130","750004302","8682"
"130150","750004305","8731"
"130168","750004237","9394"
"130170","750004269","9679"
"130218","750004201","9850"
"130243","750004343","8966"
"130247","750004118","Y007"
"130250","750005080","74"
"130252","750004644","5467"
"130253","750004451","7077"
"130256","750004314","9270"
"130257","750005099","302"
"130262","750006569","653"
"130265","750006563","1125"
"130349","750004893","1841"
"130393","750004867","2286"
"130404","750006551","2537"
"130477","750004612","5120"
"130809","750004236","9389"
"130838","750004196","9803"
"130862","750004817","2841"
"130864","750006534","4020"
"130869","750004758","4052"
"130871","750004832","3053"
"130920","750006548","3220"
"130941","750004771","3235"
"130954","750004772","3252"
"130978","750004774","3288"
"130981","750004731","3832"
"130992","750004734","3848"
"131003","750004705","4363"
"131006","750004508","6810"
"131009","750004479","7420"
"131016","750004433","8052"
"131055","750004374","8247"
"131067","750004294","8599"
"131070","750004306","8738"
"131078","750004122","Y127"
"131082","750006521","5306"
"131158","750004655","4639"
"131344","750005091","230"
"131354","750004264","9652"
"131362","750004529","6052"
"131372","750004500","6649"
"131375","750004262","9644"
"131388","750004125","Y217"
"131389","750004128","Y237"
"131395","750004259","9625"
"131401","750004516","6887"
"131405","750004455","7108"
"131409","750007989","6102"
"131411","750004193","9781"
"131430","750004202","9851"
"131434","750004251","9553"
"131444","750004677","4833"
"131468","750004627","5243"
"131500","750004802","3741"
"131506","750004365","8152"
"131507","750004840","3124"
"131510","750004520","6920"
"131522","750004419","7777"
"131533","750004849","3210"
"131534","750004724","4533"
"131537","750004664","4723"
"131541","750006526","4876"
"131558","750007405","8141"
"131563","750008012","8142"
"131564","750006489","8995"
"131570","750004265","9662"
"131575","750004613","5121"
"131580","750004659","4643"
"131586","750004295","8631"
"131595","750004699","4311"
"131599","750005100","345"
"131653","750006510","6874"
"131688","750004203","9876"
"131710","750005086","145"
"131720","750005090","224"
"131726","750005096","271"
"131755","750005031","416"
"131762","750005039","511"
"131795","750005048","651"
"131832","750004991","998"
"131842","750005002","1126"
"131874","750005005","1155"
"131878","750006558","1580"
"131896","750006560","1724"
"131902","750004909","1988"
"131939","750004912","2007"
"131955","750004924","2108"
"132014","750004933","2179"
"132037","750006568","603"
"132105","750005056","782"
"132137","750005058","811"
"132143","750005059","820"
"132201","750005010","1211"
"132266","750004941","1362"
"132274","750004965","1711"
"132279","750004971","1741"
"132292","750004856","2229"
"132300","750004868","2288"
"132314","750004878","2399"
"132520","750004697","4295"
"132524","750004963","1684"
"132546","750004855","2227"
"132573","750006971","5416"
"132575","750004630","5269"
"132585","750004788","3493"
"132618","750004568","5625"
"132724","750004252","9557"
"132930","750004583","5788"
"132939","750004530","6053"
"132957","750004487","6476"
"132979","750004496","6624"
"132981","750004408","7528"
"132989","750004345","8986"
"133052","750004812","2744"
"133067","750004296","8632"
"133123","750004785","3404"
"133146","750004309","9119"
"133155","750006480","9653"
"133247","750006482","9718"
"133310","750004198","9814"
"133320","750004512","6824"
"133328","750005044","605"
"133450","750004966","1719"
"133483","750004854","2204"
"133493","750004750","4009"
"133529","750006535","4030"
"133534","750004700","4312"
"133555","750004524","5970"
"133559","750004830","3044"
"133577","750004417","7762"
"133594","750004833","3077"
"133614","750004836","3098"
"133645","750004837","3107"
"133660","750006547","3162"
"133674","750004780","3379"
"133685","750004789","3501"
"133716","750007803","3945"
"133719","750004721","4501"
"133723","750004672","4779"
"133725","750004678","4834"
"133750","750004681","4893"
"133766","750006527","4903"
"133771","750006520","5292"
"133806","750006523","5505"
"133814","750004577","5715"
"133822","750004596","5872"
"133858","750004528","6012"
"133864","750004532","6075"
"133877","750004541","6118"
"133884","750004560","6369"
"133904","750004563","6378"
"133913","750004517","6888"
"133944","750004456","7109"
"133965","750004466","7244"
"133977","750004478","7412"
"134015","750004402","7437"
"134027","750006500","8078"
"134035","750004372","8240"
"134040","750004390","8363"
"134078","750004400","8813"
"134224","750004329","8856"
"134246","750004349","8996"
"134248","750006491","8493"
"134251","750004283","8521"
"134252","750004284","8535"
"134269","750004307","8740"
"134300","750004254","9606"
"134320","750004263","9645"
"134410","750004270","9687"
"134411","750004638","5307"
"134420","750004584","5789"
"134424","750004375","8252"
"134428","750004434","8053"
"134436","750005003","1127"
"134441","750004278","8496"
"134453","750004288","8542"
"134462","750004108","Y005"
"134466","750008042","5724"
"134476","750005053","759"
"134489","750004988","925"
"134499","750006559","1654"
"134507","750004895","1851"
"134510","750004736","3876"
"134557","750004890","2679"
"134569","750004527","6008"
"134583","750004546","6211"
"134614","750004969","1736"
"134718","750000340","8548"
"134719","750004260","9629"
"134752","750004835","3094"
"134755","750004848","3189"
"134756","750004732","3836"
"134810","750004742","3903"
"134841","750004760","4068"
"134894","750004727","4562"
"135001","750004534","6093"
"135042","750004562","6376"
"135104","750004494","6595"
"135117","750004463","7201"
"135131","750004394","8399"
"135136","750004261","9643"
"135142","750006481","9683"
"135150","750004207","9957"
"135162","750004109","Y251"
"135243","750004711","4437"
"135478","750004110","Y252"
"135485","750004985","911"
"135490","750004366","8153"
"135508","750006509","6817"
"135515","750006529","4453"
"135518","750006501","8104"
"135539","750004111","Y253"
"135540","750004112","Y254"
"135544","750004113","Y255"
"135559","750004114","Y282"
"135562","750004588","5816"
"135576","750005024","347"
"135592","750004885","2553"
"135597","750004818","2865"
"135606","750004803","3752"
"135611","750004116","Y339"
"135613","750004589","5817"
"135618","750004427","7880"
"135620","750004340","8951"
"135626","750005057","795"
"135630","750006555","2100"
"135632","750004825","2964"
"135643","750004590","5818"
"135677","750004497","6621"
"135679","750004370","8222"
"135684","750004356","8479"
"135691","750004701","4320"
"135692","750004716","4455"
"135695","750007806","8167"
"135699","750004744","3913"
"135701","750004763","4083"
"135706","750007715","4168"
"135709","750004720","4484"
"135727","750007326","4931"
"135731","750007437","7084"
"135736","750004397","8771"
"135752","750004658","4642"
"135753","750004865","2273"
"135754","750006561","1737"
"135768","750005020","318"
"135776","750005033","442"
"135791","750005047","639"
"135819","750005052","733"
"135847","750005055","776"
"135877","750004983","906"
"135886","750004986","912"
"135899","750005000","1087"
"135942","750004946","1435"
"135973","750004964","1701"
"135983","750004902","1908"
"136012","750004907","1945"
"136029","750004914","2018"
"136047","750004918","2076"
"136070","750004923","2106"
"136098","750004875","2349"
"136108","750005084","98"
"136131","750006575","296"
"136178","750005022","333"
"136235","750005030","408"
"136248","750005034","452"
"136289","750004886","2569"
"136318","750005036","474"
"136373","750004982","901"
"136405","750004984","907"
"136459","750004935","1351"
"136479","750004959","1592"
"136495","750004962","1648"
"136502","750004869","2289"
"136544","750004873","2306"
"136631","750004843","3144"
"136665","750006544","3063"
"136675","750004800","3693"
"136689","750004609","5105"
"136720","750004989","970"
"136775","750004611","5117"
"136827","750004502","6676"
"136843","750004462","7191"
"136874","750005028","389"
"136923","750004361","8115"
"136931","750004640","5311"
"136956","750004197","9811"
"136987","750004850","3223"
"136999","750004649","5603"
"137025","750004571","5648"
"137091","750004661","4673"
"137103","750004575","5680"
"137122","750004591","5825"
"137153","750004525","6007"
"137181","750004547","6212"
"137192","750004554","6312"
"137302","750004556","6346"
"137397","750004490","6517"
"137448","750004495","6616"
"137501","750004461","7188"
"137539","750004411","7571"
"137609","750004424","7848"
"137617","750004369","8215"
"137691","750000217","8948"
"137736","750004293","8587"
"137737","750004533","6091"
"137777","750004357","8480"
"137792","750004303","8712"
"137801","750004308","8743"
"137840","750004311","9151"
"137878","750004249","9496"
"137915","750004275","9739"
"137936","750004192","9780"
"137960","750004997","1056"
"137984","750004916","2046"
"138007","750004934","2188"
"138062","750004857","2239"
"138073","750004819","2868"
"138102","750004792","3542"
"138314","750004755","4025"
"138361","750004717","4456"
"138370","750004380","8268"
"138465","750004786","3472"
"138480","750004733","3842"
"138505","750004694","4266"
"138518","750004654","4635"
"138528","750004675","4804"
"138577","750004676","4820"
"138615","750004684","4898"
"138622","750004610","5110"
"138742","750004625","5222"
"138756","750004635","5289"
"138764","750008041","5325"
"138798","750004641","5345"
"138821","750004569","5631"
"138836","750004576","5692"
"138860","750004579","5741"
"138874","750004592","5831"
"138890","750006517","5884"
"138906","750004603","5919"
"138951","750004555","6341"
"138958","750004564","6380"
"138980","750004492","6583"
"139009","750004445","7009"
"139054","750004448","7044"
"139069","750004449","7056"
"139077","750004460","7181"
"139091","750004473","7378"
"139118","750004477","7408"
"139128","750004413","7587"
"139146","750006499","7970"
"139176","750004431","8001"
"139185","750004360","8110"
"139199","750004373","8236"
"139207","750004385","8325"
"139231","750006494","8373"
"139240","750004391","8375"
"139290","750004333","8897"
"139302","750006487","8952"
"139312","750004238","9423"
"139338","750004244","9460"
"139370","750004245","9465"
"139379","750004273","9716"
"139415","750004195","9793"
"139434","750004206","9917"
"139483","750005054","775"
"139490","750004389","8359"
"139497","750004507","6785"
"139507","750004205","9906"
"139543","750004119","Y009"
"139545","750004425","7847"
"139552","750004874","2313"
"139558","750004737","3878"
"139576","750004246","9474"
"139823","750004976","884"
"139841","750004973","1780"
"139848","750004896","1850"
"139855","750004863","2270"
"139866","750005023","346"
"139891","750004574","5679"
"139898","750004239","9433"
"139925","750004793","3585"
"139940","750004599","5879"
"139965","750004483","6428"
"139973","750004403","7439"
"139982","750004387","8354"
"139992","750004126","Y219"
"139994","750004129","Y239"
"139995","750007335","Y279"
"139996","750005006","1173"
"140002","750004637","5303"
"140007","750004838","3119"
"140011","750004352","8448"
"140020","750007293","1293"
"140042","750004814","2795"
"140050","750004715","4454"
"140082","750004686","4911"
"140105","750004271","9698"
"140131","750005079","61"
"140141","750005081","77"
"140145","750007296","266"
"140146","750004994","1018"
"140149","750004894","1847"
"140150","750005026","367"
"140158","750004939","1357"
"140176","750004782","3401"
"140186","750004815","2809"
"140190","750004846","3184"
"140197","750007991","3906"
"140201","750004706","4378"
"140204","750004668","4725"
"140206","750004690","5065"
"140211","750004567","5624"
"140215","750004404","7440"
"140221","750004325","8842"
"140228","750006573","209"
"140238","750005095","269"
"140253","750005038","493"
"140275","750005046","633"
"140317","750004977","885"
"140354","750004995","1019"
"140446","750004996","1028"
"140472","750004998","1057"
"140489","750005004","1151"
"140499","750006565","1195"
"140507","750004942","1363"
"140529","750004944","1405"
"140558","750004955","1537"
"140573","750004974","1781"
"140606","750004898","1893"
"140610","750004905","1928"
"140638","750006553","2011"
"140659","750004920","2094"
"140688","750004864","2271"
"140759","750004879","2431"
"140818","750005037","483"
"140846","750005041","546"
"140876","750005060","822"
"140919","750006567","1337"
"140956","750004940","1358"
"140977","750004945","1426"
"140999","750004960","1609"
"141065","750004972","1759"
"141074","750004903","1912"
"141142","750004910","1989"
"141150","750006556","2116"
"141242","750004822","2932"
"141362","750005007","1174"
"141373","750004906","1940"
"141434","750005082","93"
"141444","750004693","4254"
"141465","750004631","5282"
"141527","750004636","5304"
"141586","750006486","9355"
"141605","750004241","9438"
"141611","750004276","9748"
"141833","750004551","6278"
"141855","750006513","6325"
"141889","750004484","6430"
"141918","750004488","6483"
"141938","750004498","6640"
"141969","750004443","6989"
"142098","750004379","8266"
"142207","750004662","4688"
"142318","750004240","9434"
"142364","750004199","9837"
"142386","750004824","2956"
"142420","750004866","2282"
"142436","750004891","2695"
"142462","750004790","3537"
"142627","750004718","4471"
"142645","750004828","3023"
"142677","750004847","3185"
"142683","750004799","3680"
"142688","750004738","3879"
"142702","750004739","3888"
"142717","750004759","4064"
"142736","750006537","4103"
"142758","750004765","4157"
"142763","750006538","4175"
"142807","750004709","4407"
"142817","750006530","4478"
"142832","750004722","4502"
"142863","750006532","4552"
"142877","750004209","4773"
"142948","750007172","4865"
"142963","750004685","4907"
"143005","750006528","4962"
"143010","750004614","5129"
"143155","750004618","5161"
"143184","750004619","5165"
"143228","750004623","5200"
"143240","750004624","5212"
"143282","750004643","5454"
"143295","750004646","5518"
"143334","750004601","5906"
"143349","750004602","5908"
"143365","750004543","6139"
"143376","750004548","6232"
"143382","750004552","6292"
"143421","750004557","6351"
"143440","750004489","6507"
"143448","750004505","6773"
"143507","750004523","6954"
"143523","750004452","7088"
"143535","750004471","7317"
"143554","750007262","3729"
"143610","750004475","7399"
"143618","750004401","7438"
"143651","750004405","7446"
"143662","750004367","8190"
"143669","750004368","8206"
"143720","750004377","8260"
"143730","750004381","8276"
"143802","750006493","8337"
"143821","750004388","8355"
"143836","750004322","9032"
"143854","750004326","8843"
"144006","750004355","8475"
"144031","750004282","8519"
"144044","750006484","9115"
"144117","750006485","9261"
"144132","750004248","9494"
"144160","750004191","9771"
"144221","750004200","9844"
"144234","750004513","6839"
"144240","750004538","6099"
"144244","750004514","6860"
"144256","750006907","3186"
"144257","750004615","5130"
"144261","750004558","6352"
"144272","750004472","7318"
"144278","750004247","9475"
"144282","750005045","632"
"142","750003456","4000"
"509","750004810","3828"
"837","750001995","334"
"898","750001450","4107"
"11951","750003065","6521"
"1275","750003176","5742"
"1328","750001425","4113"
"1680","750006161","9798"
"2015","750006249","3138"
"2249","750004795","4066"
"2568","750006506","7432"
"5285","750007447","5821"
"5287","750004509","6813"
"6395","750000586","1450"
"8448","750000987","7031"
"8569","750004809","3827"
"8979","750008082","28"
"10539","750002863","7588"
"11024","750006572","150"
"11511","750002059","Z672"
"11904","750006619","7790"
"11963","750001198","5612"
"12218","750006228","4057"
"12332","750001089","6571"
"12503","750007994","4576"
"12988","750003903","1590"
"14305","750000731","9442"
"15201","750004331","8876"
"16101","750008074","552"
"16165","750004133","5"
"17755","750008076","1659"
"19179","750006581","5837"
"20420","750004970","1739"
"20590","750005860","4041"
"22022","750003152","5608"
"22061","750007349","1916"
"24419","750005097","295"
"24477","750007439","7825"
"25208","750002662","8987"
"25387","750004383","8310"
"27123","750002557","9688"
"276611","750006262","2231"
"30932","750000326","2960"
"34229","750004632","5284"
"42602","750008084","4176"
"464251","750003633","2822"
"46586","750000418","Y814"
"50072","750007043","823"
"53230","750007988","8124"
"583731","750002818","7820"
"62066","750007344","4935"
"65428","750004752","4008"
"73018","750001426","3985"
"73524","750007993","7298"
"78466","750002160","Z516"
"84767","750000390","Z124"
"91077","750007992","3822"
"99147","750007294","3304"
"104454","750000369","Z024"
"104455","750000398","Z156"
"105995","750003281","4807"
"117301","750008010","5327"
"117340","750007841","4967"
"119319","750004968","1735"
"120893","750007890","4169"
"131523","750001094","6071"
"5626","750007714","1334"
